CensusTract,County,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IMPUTED
36061018400,New York,Manhattan,7796,3487,4309,51.1,5.3,35.7,0.0,6.2,5126,25581.0,False
36061018500,New York,Manhattan,5174,2199,2975,7.8,56.9,15.4,0.2,15.0,3734,91776.0,False
36061018600,New York,Manhattan,7310,3011,4299,38.7,3.4,51.1,0.1,4.6,4686,24769.0,False
36061018700,New York,Manhattan,8310,4180,4130,10.0,72.7,5.8,0.0,9.5,6260,110385.0,False
36061018800,New York,Manhattan,5452,2857,2595,54.5,17.2,22.9,0.0,4.1,2529,29146.0,False
36061018900,New York,Manhattan,12825,4805,8020,45.9,22.6,23.1,0.2,4.6,8363,28158.0,False
36061019000,New York,Manhattan,3194,1498,1696,12.5,15.9,58.7,1.0,9.3,2157,58750.0,False
36061019100,New York,Manhattan,9545,4107,5438,12.1,68.3,7.7,0.0,8.1,7474,83188.0,False
36061019200,New York,Manhattan,4066,1642,2424,56.3,1.7,36.6,0.0,3.9,2279,16206.0,False
36061019300,New York,Manhattan,9327,4466,4861,44.7,34.8,11.2,0.0,7.1,6893,32236.0,False
36061019400,New York,Manhattan,6861,3165,3696,56.3,4.9,33.6,0.0,2.4,4183,27273.0,False
36061019500,New York,Manhattan,7608,3374,4234,18.2,65.6,1.7,0.0,12.3,5530,117045.0,False
36061019600,New York,Manhattan,4327,2108,2219,48.9,9.7,29.2,0.0,5.1,2939,19045.0,False
36061019701,New York,Manhattan,939,397,542,19.0,45.8,6.5,0.0,27.5,545,72000.0,False
36061019702,New York,Manhattan,2127,1101,1026,23.2,32.8,34.0,0.0,8.4,1662,63135.0,False
36061019800,New York,Manhattan,2513,1211,1302,14.7,14.2,64.6,0.3,6.2,1890,70481.0,False
36061019900,New York,Manhattan,9722,3974,5748,10.8,63.6,6.2,0.1,15.8,7132,76902.0,False
36061020000,New York,Manhattan,3176,1287,1889,17.0,23.0,51.5,0.0,3.5,2266,66000.0,False
36061020101,New York,Manhattan,1807,797,1010,11.0,54.3,14.1,2.4,14.7,1426,82353.0,False
36061020102,New York,Manhattan,4290,1879,2411,22.3,23.1,48.7,0.0,3.3,2805,54563.0,False
36061020300,New York,Manhattan,3142,1442,1700,9.4,54.8,12.2,1.1,18.0,2358,36667.0,False
36061020500,New York,Manhattan,5069,1677,3392,7.8,68.2,7.6,0.0,14.6,3860,111875.0,False
36061020600,New York,Manhattan,2949,1575,1374,19.0,11.8,62.9,0.0,3.6,2070,39468.0,False
36061020701,New York,Manhattan,3392,1464,1928,15.3,52.2,4.4,0.0,24.8,2119,60798.0,False
36061020800,New York,Manhattan,5320,2758,2562,11.9,21.8,53.3,0.0,7.2,3683,42220.0,False
36061020901,New York,Manhattan,4064,1858,2206,41.1,3.5,50.0,0.0,3.1,2837,32848.0,False
36061021000,New York,Manhattan,7084,3056,4028,27.5,4.7,63.4,0.0,1.5,4699,29811.0,False
36061021100,New York,Manhattan,10211,5074,5137,18.2,35.1,16.6,0.0,26.5,6139,53389.0,False
36061021200,New York,Manhattan,4412,1945,2467,23.8,7.1,63.2,0.0,4.4,3295,52263.0,False
36061021303,New York,Manhattan,6087,3233,2854,28.0,10.7,57.4,0.0,2.4,3379,37628.0,False
36061021400,New York,Manhattan,3007,1185,1822,8.0,5.6,81.7,0.2,1.0,2467,44405.0,False
36061021500,New York,Manhattan,3756,1728,2028,21.1,14.2,61.4,0.0,2.2,1948,33477.0,False
36061021600,New York,Manhattan,8413,3969,4444,14.5,24.4,55.1,0.0,3.6,5995,46250.0,False
36061021800,New York,Manhattan,7569,3777,3792,16.8,19.0,59.2,0.0,3.1,5145,47155.0,False
36061021900,New York,Manhattan,6401,2665,3736,56.6,3.9,36.1,0.0,1.7,3915,19025.0,False
36061022000,New York,Manhattan,5379,2697,2682,16.7,14.6,59.8,0.0,5.2,3583,47808.0,False
36061022102,New York,Manhattan,2351,1148,1203,5.3,22.1,58.7,0.0,7.0,1705,42284.0,False
36061022200,New York,Manhattan,3089,1342,1747,15.3,27.5,53.0,0.2,3.0,1991,32361.0,False
36061022301,New York,Manhattan,7967,3861,4106,72.7,12.7,9.4,0.0,3.6,4356,37500.0,False
36061022302,New York,Manhattan,3432,1325,2107,56.7,12.5,24.5,0.0,5.2,2440,24241.0,False
36061022400,New York,Manhattan,7962,3671,4291,31.7,6.2,59.4,0.3,1.2,5053,25000.0,False
36061022500,New York,Manhattan,10269,4852,5417,58.5,13.4,21.9,0.3,3.0,6087,48157.0,False
36061022600,New York,Manhattan,4235,2031,2204,17.4,10.3,68.4,0.5,2.4,2883,36627.0,False
36061022700,New York,Manhattan,5319,2451,2868,30.6,18.4,43.4,0.0,4.3,3925,47597.0,False
36061022800,New York,Manhattan,5814,2650,3164,12.9,12.3,63.7,0.7,2.6,4407,33910.0,False
36061022900,New York,Manhattan,8598,3775,4823,52.4,14.7,27.2,0.0,2.9,5188,34898.0,False
36061023000,New York,Manhattan,9259,4572,4687,27.8,8.1,60.0,0.0,1.0,6473,35569.0,False
36061023100,New York,Manhattan,6890,2964,3926,47.8,21.1,25.5,0.0,2.0,4126,45262.0,False
36061023200,New York,Manhattan,8370,3876,4494,33.2,3.2,59.9,0.6,2.1,4972,28800.0,False
36061023300,New York,Manhattan,6808,3763,3045,45.2,16.9,29.7,0.0,3.6,4289,41552.0,False
36061023400,New York,Manhattan,5225,2654,2571,27.2,8.5,59.7,1.0,0.7,3347,38854.0,False
36061023501,New York,Manhattan,6647,3695,2952,43.2,10.2,37.3,0.0,3.5,3610,34846.0,False
36061023502,New York,Manhattan,1840,895,945,16.5,13.0,67.8,0.0,0.0,1082,29293.0,False
36061023600,New York,Manhattan,7004,2991,4013,19.7,0.9,76.1,0.3,0.7,4768,36540.0,False
36061023700,New York,Manhattan,7450,4223,3227,51.1,11.9,30.4,0.3,3.1,4988,37232.0,False
36061023801,New York,Manhattan,9403,4417,4986,14.4,41.8,12.5,0.0,27.1,4758,86712.0,False
36061023802,New York,Manhattan,2380,1189,1191,15.4,48.3,19.8,0.0,14.9,1431,114545.0,False
36061023900,New York,Manhattan,2810,1253,1557,49.1,7.7,38.5,0.0,1.3,1914,41036.0,False
36061024100,New York,Manhattan,7911,3891,4020,56.8,10.8,28.7,0.0,2.8,5027,47957.0,False
36061024200,New York,Manhattan,3972,1875,2097,41.4,4.6,48.7,0.1,4.4,2192,18275.0,False
36061024301,New York,Manhattan,3926,2021,1905,42.8,13.9,38.8,0.0,3.1,2592,38067.0,False
36061024302,New York,Manhattan,7239,2779,4460,43.3,0.8,54.2,0.5,0.0,4332,20371.0,False
36061024500,New York,Manhattan,16231,8315,7916,82.7,5.4,7.4,0.0,1.5,9202,35394.0,False
36061024700,New York,Manhattan,7960,3743,4217,72.5,15.4,7.9,0.0,2.8,4543,40559.0,False
36061024900,New York,Manhattan,1324,566,758,73.5,4.9,17.0,0.0,2.3,796,37679.0,False
36061025100,New York,Manhattan,2629,1367,1262,72.1,10.6,14.3,0.0,2.7,1488,28688.0,False
36061025300,New York,Manhattan,12189,6110,6079,76.9,15.1,4.8,0.0,3.1,7410,36780.0,False
36061025500,New York,Manhattan,5420,2606,2814,46.0,29.0,4.1,0.7,17.9,4099,50228.0,False
36061025700,New York,Manhattan,4446,2023,2423,18.2,26.1,44.2,0.0,8.7,2853,76686.0,False
36061025900,New York,Manhattan,4155,2257,1898,31.2,16.5,45.4,0.7,2.6,2635,54913.0,False
36061026100,New York,Manhattan,13496,6519,6977,89.2,2.6,5.6,0.0,1.1,6278,29702.0,False
36061026300,New York,Manhattan,9715,4830,4885,84.7,7.3,5.0,0.0,1.0,5252,29308.0,False
36061026500,New York,Manhattan,8056,4159,3897,61.2,26.9,6.9,0.0,2.4,5734,61695.0,False
36061026700,New York,Manhattan,2342,1555,787,44.9,49.8,2.3,0.9,2.1,1669,39033.0,False
36061026900,New York,Manhattan,8651,4856,3795,87.3,6.8,3.3,0.0,1.5,4787,32585.0,False
36061027100,New York,Manhattan,9704,4949,4755,67.0,26.9,2.8,0.0,2.1,5466,49750.0,False
36061027300,New York,Manhattan,6935,3131,3804,27.5,59.2,6.0,0.0,4.4,5120,74621.0,False
36061027500,New York,Manhattan,3712,1841,1871,28.2,56.0,4.4,0.0,7.5,2678,91552.0,False
36061027700,New York,Manhattan,7558,3148,4410,78.2,10.0,10.2,0.2,1.2,4167,28449.0,False
36061027900,New York,Manhattan,11069,4924,6145,77.5,15.4,3.7,0.0,2.7,6593,48242.0,False
36061028100,New York,Manhattan,3190,1612,1578,13.7,74.1,5.0,0.0,3.6,2352,107727.0,False
36061028300,New York,Manhattan,7720,3745,3975,68.1,18.4,7.8,0.0,4.7,4894,49612.0,False
36061028500,New York,Manhattan,7778,3647,4131,83.1,8.3,5.2,0.2,2.0,4268,36500.0,False
36061028700,New York,Manhattan,4135,2084,2051,62.2,30.4,2.6,0.0,2.5,2415,46891.0,False
36061029100,New York,Manhattan,12337,5801,6536,92.0,2.8,3.3,0.0,1.3,6140,28743.0,False
36061029300,New York,Manhattan,9381,4310,5071,86.2,6.0,2.8,0.0,2.4,4506,32509.0,False
36061029500,New York,Manhattan,8164,4059,4105,63.2,27.2,1.6,0.0,4.5,5807,65160.0,False
36061029900,New York,Manhattan,4581,2131,2450,78.8,2.5,18.5,0.0,0.0,2760,23661.0,False
36061030300,New York,Manhattan,4670,2390,2280,62.0,31.1,3.0,0.0,1.3,2922,54718.0,False
36061030700,New York,Manhattan,3495,1874,1621,28.5,57.3,4.5,0.0,3.6,2521,71250.0,False
36061030900,New York,Manhattan,9398,4253,5145,73.6,9.1,16.1,0.1,0.3,5328,27513.0,False
36061031703,New York,Manhattan,8875,4467,4408,7.5,69.8,1.4,0.0,15.9,5301,182401.0,False
36061031704,New York,Manhattan,6887,3379,3508,13.3,58.6,1.3,0.0,22.7,4316,152692.0,False
36081000100,Queens,Queens,6403,3322,3081,6.0,61.5,5.5,0.0,21.1,4126,127807.0,False
36081000200,Queens,Queens,3364,1699,1665,55.3,17.5,1.0,0.0,23.0,2067,64242.0,False
36081000400,Queens,Queens,4559,2146,2413,58.9,9.3,5.4,1.4,24.1,2519,54773.0,False
36081000600,Queens,Queens,3807,1793,2014,51.3,8.1,7.9,0.0,28.1,1816,56694.0,False
36081000700,Queens,Queens,5815,3134,2681,16.4,59.8,0.9,0.0,17.9,3762,93670.0,False
36081000800,Queens,Queens,3543,1776,1767,55.3,17.2,2.0,1.1,22.7,1876,66056.0,False
36081001000,Queens,Queens,3884,2071,1813,60.2,13.3,6.1,0.0,16.1,2065,61900.0,False
36081001200,Queens,Queens,4998,2555,2443,58.7,19.5,2.3,0.0,17.0,3012,63862.0,False
36081001400,Queens,Queens,3781,1951,1830,70.7,15.7,2.6,0.0,11.0,2421,61081.0,False
36081001600,Queens,Queens,3244,1501,1743,70.6,9.1,2.5,0.0,11.9,1912,61786.0,False
36081001800,Queens,Queens,3443,1742,1701,58.2,12.2,6.8,0.3,18.7,1739,62895.0,False
36081001900,Queens,Queens,1655,853,802,20.0,45.6,1.9,0.0,29.5,1042,117788.0,False
36081002000,Queens,Queens,1950,890,1060,48.3,11.9,3.8,0.0,31.6,1067,77321.0,False
36081002200,Queens,Queens,2178,1069,1109,60.0,17.9,5.6,0.0,14.2,1340,58333.0,False
36081002400,Queens,Queens,2278,1181,1097,52.6,11.5,8.7,0.0,23.5,1373,60506.0,False
36081002500,Queens,Queens,6392,2712,3680,43.4,2.0,44.7,0.9,7.3,4511,16584.0,False
36081002600,Queens,Queens,2467,1237,1230,58.2,14.3,7.2,0.0,16.5,1370,73971.0,False
36081002800,Queens,Queens,2971,1505,1466,54.5,18.2,3.9,0.0,12.3,1629,57457.0,False
36081003000,Queens,Queens,1587,779,808,55.7,15.0,11.0,0.0,12.6,854,41071.0,False
36081003100,Queens,Queens,1058,541,517,62.1,24.5,3.6,0.0,9.8,593,56667.0,False
36081003200,Queens,Queens,1613,818,795,58.8,10.0,4.4,0.0,21.1,892,69583.0,False
36081003300,Queens,Queens,2806,1504,1302,28.0,30.0,2.4,0.0,36.0,1406,54025.0,False
36081003400,Queens,Queens,2389,1144,1245,58.1,15.9,4.6,0.0,17.4,1474,74000.0,False
36081003600,Queens,Queens,3724,1810,1914,37.6,13.3,6.2,0.0,39.1,2208,76081.0,False
36081003800,Queens,Queens,2521,1160,1361,63.0,13.2,5.0,0.0,18.9,1515,53654.0,False
36081003900,Queens,Queens,1646,887,759,53.8,29.5,2.2,0.0,12.8,1074,41287.0,False
36081004001,Queens,Queens,2228,1099,1129,48.9,20.5,1.9,0.0,22.9,1408,67667.0,False
36081004002,Queens,Queens,1551,809,742,34.5,9.1,0.2,0.0,47.2,896,54931.0,False
36081004200,Queens,Queens,4801,2368,2433,42.8,7.8,2.0,0.0,47.3,2386,48839.0,False
36081004300,Queens,Queens,2418,1134,1284,52.9,10.9,29.1,0.0,3.6,1639,18594.0,False
36081004401,Queens,Queens,3716,1837,1879,26.8,11.1,8.0,0.0,49.6,2173,53333.0,False
36081004500,Queens,Queens,3533,1465,2068,20.5,48.5,5.0,0.0,22.1,2687,71290.0,False
36081004700,Queens,Queens,4011,1891,2120,39.4,24.3,25.3,0.0,8.5,2496,29538.0,False
36081005100,Queens,Queens,2194,1064,1130,16.5,24.4,1.6,0.0,56.2,1189,46217.0,False
36081005200,Queens,Queens,2746,1411,1335,37.9,10.6,5.9,0.2,40.8,1311,51620.0,False
36081005300,Queens,Queens,4043,2051,1992,24.4,51.3,1.5,0.0,18.0,2784,53496.0,False
36081005400,Queens,Queens,5630,2706,2924,39.5,24.9,4.8,0.0,24.6,3350,58125.0,False
36081005500,Queens,Queens,943,515,428,41.5,24.4,0.8,1.0,25.6,629,58690.0,False
36081005700,Queens,Queens,4315,2295,2020,37.4,36.1,3.1,0.0,19.5,2413,57569.0,False
36081005800,Queens,Queens,5785,2825,2960,49.1,28.9,6.0,0.0,12.7,4136,72639.0,False
36081005900,Queens,Queens,4174,2155,2019,29.1,56.5,1.5,0.0,9.4,3053,66875.0,False
36081006100,Queens,Queens,5980,2607,3373,24.0,54.7,2.3,0.0,18.6,4046,59397.0,False
36081006201,Queens,Queens,5996,2640,3356,27.5,63.1,4.6,0.0,3.7,4775,62572.0,False
36081006202,Queens,Queens,7378,3373,4005,35.8,51.2,3.6,0.0,8.6,4975,55253.0,False
36081006300,Queens,Queens,5434,2830,2604,30.8,52.7,0.7,0.0,14.1,3809,60633.0,False
36081006501,Queens,Queens,3550,1696,1854,21.7,66.0,1.1,0.0,8.3,2542,59964.0,False
36081006502,Queens,Queens,3845,1848,1997,19.9,59.0,0.5,0.0,16.5,2394,61750.0,False
36081006900,Queens,Queens,4649,2408,2241,27.8,47.5,4.6,0.0,19.6,3231,46558.0,False
36081007100,Queens,Queens,3825,1952,1873,22.7,53.7,1.8,0.0,17.4,2780,70407.0,False
36081007300,Queens,Queens,4365,1851,2514,26.5,48.2,0.3,0.0,22.9,2874,60319.0,False
36081007500,Queens,Queens,4325,2145,2180,25.2,56.0,0.7,0.0,14.5,3033,67969.0,False
36081007700,Queens,Queens,1446,774,672,23.5,44.1,2.6,1.5,24.9,951,78409.0,False
36081007900,Queens,Queens,3425,1726,1699,45.2,27.2,5.7,0.7,18.0,1909,45886.0,False
36081008100,Queens,Queens,1213,642,571,42.0,33.9,2.0,0.0,15.3,586,77829.0,False
36081008300,Queens,Queens,3527,1824,1703,35.9,34.5,9.1,0.5,17.3,1931,46190.0,False
36081008500,Queens,Queens,1138,562,576,43.6,28.5,2.3,1.1,17.6,500,34904.0,False
36081008600,Queens,Queens,2849,1341,1508,51.1,30.1,2.8,0.0,14.0,1599,73345.0,False
36081008700,Queens,Queens,5107,2429,2678,40.0,6.5,51.6,0.0,1.5,3200,21767.0,False
36081008800,Queens,Queens,3928,1889,2039,54.4,29.6,8.9,0.0,5.2,2285,80363.0,False
36081009100,Queens,Queens,2863,1547,1316,30.5,50.1,3.6,0.0,8.4,1947,65809.0,False
36081009400,Queens,Queens,2962,1443,1519,23.2,6.5,6.8,0.0,56.1,1607,51458.0,False
36081009500,Queens,Queens,2755,1488,1267,17.0,63.4,3.0,0.0,14.8,1746,60960.0,False
36081009600,Queens,Queens,4079,2175,1904,23.9,10.3,11.8,0.0,33.3,2380,73533.0,False
36081009700,Queens,Queens,3410,1722,1688,9.3,81.6,1.6,0.0,6.8,2691,78319.0,False
36081009800,Queens,Queens,2818,1417,1401,19.9,2.6,11.1,1.6,29.6,1316,50114.0,False
36081010000,Queens,Queens,3833,1833,2000,22.4,3.8,26.2,0.0,28.4,2168,66696.0,False
36081010100,Queens,Queens,2501,1265,1236,18.8,67.6,0.6,0.0,10.3,1828,61293.0,False
36081010200,Queens,Queens,3164,1430,1734,32.1,6.4,16.0,2.3,24.6,1751,52639.0,False
36081010300,Queens,Queens,3812,1874,1938,14.9,68.3,2.7,0.0,11.7,2895,60815.0,False
36081010400,Queens,Queens,3442,1577,1865,7.8,5.2,24.7,0.0,22.7,1903,57375.0,False
36081010500,Queens,Queens,4115,1946,2169,43.9,41.0,3.8,0.0,10.5,2429,46292.0,False
36081010600,Queens,Queens,3741,1728,2013,12.5,2.9,17.8,1.6,27.2,2089,55625.0,False
36081010800,Queens,Queens,3530,1778,1752,17.7,3.5,7.4,0.5,38.6,1790,44545.0,False
36081011000,Queens,Queens,3586,1742,1844,31.5,5.6,8.6,2.2,34.1,1964,70597.0,False
36081011100,Queens,Queens,3440,1671,1769,22.8,55.7,0.3,0.0,15.8,2421,61078.0,False
36081011200,Queens,Queens,2168,1020,1148,21.3,18.8,4.7,0.0,44.3,1310,46484.0,False
36081011300,Queens,Queens,4229,2222,2007,20.5,56.1,1.1,0.0,20.1,2763,60404.0,False
36081011400,Queens,Queens,1050,510,540,57.7,12.4,15.9,0.8,9.3,487,38750.0,False
36081011500,Queens,Queens,2356,1243,1113,18.5,59.5,0.0,0.7,16.3,1598,63519.0,False
36081011600,Queens,Queens,2309,1166,1143,30.3,10.1,10.4,0.0,41.2,1273,59125.0,False
36081011700,Queens,Queens,3706,1866,1840,17.8,60.8,5.5,0.0,14.7,2964,65556.0,False
36081011800,Queens,Queens,2766,1502,1264,29.3,11.3,6.5,0.0,34.9,1281,53125.0,False
36081011900,Queens,Queens,1674,873,801,22.9,65.7,0.6,0.3,9.7,1140,55819.0,False
36081012000,Queens,Queens,2467,1305,1162,20.3,4.5,4.4,0.0,62.7,1280,48073.0,False
36081012100,Queens,Queens,2247,1158,1089,16.6,70.4,1.6,0.2,9.7,1585,58209.0,False
36081012200,Queens,Queens,3632,1768,1864,36.5,7.6,4.4,0.4,38.6,1963,67524.0,False
36081012301,Queens,Queens,2670,1338,1332,16.8,73.3,2.3,1.6,6.0,1999,84026.0,False
36081012400,Queens,Queens,3118,1422,1696,46.3,5.9,10.0,0.0,26.3,1594,57261.0,False
36081012500,Queens,Queens,1829,878,951,32.0,55.2,1.2,0.0,7.5,1265,57593.0,False
36081012601,Queens,Queens,2728,1396,1332,65.8,6.7,9.8,0.9,12.8,1551,60481.0,False
36081012602,Queens,Queens,2666,1216,1450,50.1,8.2,1.1,0.0,29.1,1383,58594.0,False
36081012800,Queens,Queens,2245,935,1310,44.2,33.5,4.4,0.0,15.9,1235,63148.0,False
36081013000,Queens,Queens,1645,951,694,27.1,33.6,11.8,0.0,20.7,1014,67054.0,False
36081013200,Queens,Queens,2329,1099,1230,30.4,46.2,7.7,0.0,14.4,1350,63646.0,False
36081013400,Queens,Queens,5920,2645,3275,20.4,53.2,8.9,0.0,14.9,4146,61105.0,False
36081013500,Queens,Queens,1696,760,936,12.9,81.5,0.0,0.0,3.9,1185,56128.0,False
36081013600,Queens,Queens,2063,980,1083,24.6,59.4,5.1,0.0,8.8,1525,65483.0,False
36081013700,Queens,Queens,1789,891,898,18.4,68.5,1.0,0.0,11.2,1136,60208.0,False
36081013800,Queens,Queens,3600,1851,1749,24.2,34.8,5.2,0.0,34.3,2083,57917.0,False
36081014000,Queens,Queens,3733,1710,2023,18.6,60.5,7.2,0.0,13.7,2263,67054.0,False
36081014100,Queens,Queens,1729,971,758,30.7,50.5,2.3,0.0,14.3,1001,64643.0,False
36081014201,Queens,Queens,4452,2247,2205,41.6,4.4,7.6,1.8,37.5,2230,56780.0,False
36081014202,Queens,Queens,2749,1316,1433,37.9,6.0,7.8,2.0,41.2,1424,62656.0,False
36081014300,Queens,Queens,4057,2003,2054,28.2,53.2,1.3,0.2,16.4,2577,57056.0,False
36081014400,Queens,Queens,2033,993,1040,44.0,1.4,5.6,0.0,46.2,1105,55341.0,False
36081014500,Queens,Queens,2313,1261,1052,20.7,65.1,5.8,0.0,6.7,1436,53958.0,False
36081014700,Queens,Queens,3367,1529,1838,20.6,66.2,3.0,0.0,8.7,2521,66094.0,False
36081014800,Queens,Queens,2200,1079,1121,33.0,3.6,12.2,0.0,32.0,1267,57902.0,False
36081014900,Queens,Queens,2430,1296,1134,26.3,58.7,0.3,0.0,12.3,1634,62955.0,False
36081015000,Queens,Queens,2895,1439,1456,24.0,3.9,6.8,0.0,37.7,1655,74224.0,False
36081015100,Queens,Queens,2717,1258,1459,12.6,71.8,0.1,0.0,14.1,2078,60771.0,False
36081015200,Queens,Queens,2808,1440,1368,23.9,1.1,17.4,0.1,27.0,1719,59214.0,False
36081015300,Queens,Queens,2159,1202,957,21.0,46.6,3.8,0.0,22.8,1415,51144.0,False
36081015400,Queens,Queens,2524,1257,1267,25.1,2.4,13.2,0.0,28.4,1461,53095.0,False
36081015500,Queens,Queens,2336,1257,1079,24.7,56.5,1.2,0.0,17.0,1574,74271.0,False
36081015600,Queens,Queens,3104,1496,1608,12.1,4.7,18.5,0.0,36.5,1706,50391.0,False
36081015700,Queens,Queens,1457,881,576,18.5,43.4,1.2,0.0,31.4,802,46632.0,False
36081015801,Queens,Queens,3564,1708,1856,15.6,0.6,28.2,1.1,18.5,1933,63578.0,False
36081015802,Queens,Queens,4679,2547,2132,21.5,4.4,21.4,0.4,20.4,3037,65664.0,False
36081015900,Queens,Queens,3964,1898,2066,21.0,55.0,1.7,0.4,19.6,2762,43807.0,False
36081016100,Queens,Queens,2606,1408,1198,44.7,29.6,3.4,0.0,21.2,1434,49737.0,False
36081016300,Queens,Queens,3788,1655,2133,50.5,14.4,23.8,0.0,11.2,2734,23717.0,False
36081016400,Queens,Queens,3691,1940,1751,8.8,1.9,40.2,0.0,19.0,1958,68750.0,False
36081016600,Queens,Queens,3409,1833,1576,36.4,2.8,17.3,1.5,20.2,1764,48750.0,False
36081016800,Queens,Queens,3413,1735,1678,27.3,1.9,11.4,0.0,24.6,2277,66011.0,False
36081016900,Queens,Queens,5561,2634,2927,23.0,43.7,1.7,0.0,31.1,3419,55245.0,False
36081017000,Queens,Queens,2339,1013,1326,15.0,2.1,32.1,2.9,25.9,1481,50242.0,False
36081017200,Queens,Queens,2355,1043,1312,19.3,2.3,32.1,0.0,20.6,1458,62404.0,False
36081017400,Queens,Queens,2867,1265,1602,26.0,2.6,39.3,0.8,13.6,1800,61761.0,False
36081017600,Queens,Queens,2498,1133,1365,16.2,1.6,40.9,0.0,13.1,1393,53125.0,False
36081017800,Queens,Queens,2242,1147,1095,21.1,0.8,47.1,0.8,7.8,1297,47679.0,False
36081017900,Queens,Queens,994,501,493,35.8,27.8,2.9,0.0,31.4,490,41544.0,False
36081018000,Queens,Queens,1456,643,813,15.9,9.3,31.6,2.4,25.0,884,60417.0,False
36081018101,Queens,Queens,4293,2162,2131,39.7,28.9,0.0,0.0,31.1,1998,50850.0,False
36081018102,Queens,Queens,3755,1887,1868,18.9,57.0,1.5,0.0,17.8,2456,50750.0,False
36081018200,Queens,Queens,2416,1116,1300,18.0,0.0,54.4,0.9,12.4,1598,62679.0,False
36081018300,Queens,Queens,6322,3055,3267,34.2,41.9,1.3,0.0,19.7,3250,62377.0,False
36081018401,Queens,Queens,2272,1021,1251,11.9,0.0,77.2,0.0,1.3,1511,59493.0,False
36081018402,Queens,Queens,2342,1231,1111,15.6,1.8,77.5,0.0,2.3,1604,54063.0,False
36081018501,Queens,Queens,3685,1755,1930,41.3,40.2,1.5,0.0,15.6,2151,65680.0,False
36081018502,Queens,Queens,3557,1759,1798,29.9,47.1,0.5,0.0,21.8,2073,66139.0,False
36081018600,Queens,Queens,1908,864,1044,10.0,1.8,71.3,0.7,9.6,1149,63704.0,False
36081018700,Queens,Queens,3074,1429,1645,30.9,24.9,1.7,0.0,40.4,1961,55987.0,False
36081018800,Queens,Queens,1476,784,692,16.2,0.7,70.9,0.0,11.3,982,70234.0,False
36081018900,Queens,Queens,3470,1720,1750,42.0,26.0,1.7,0.0,27.5,1935,55756.0,False
36081019000,Queens,Queens,2291,1145,1146,16.1,2.1,52.1,1.4,6.5,1494,73864.0,False
36081019200,Queens,Queens,2009,925,1084,27.5,1.0,59.7,0.0,4.7,1309,67407.0,False
36081019400,Queens,Queens,2508,1288,1220,8.9,0.0,63.4,0.0,7.5,1552,71204.0,False
36081019600,Queens,Queens,2756,1371,1385,20.0,0.9,51.2,0.0,11.0,1447,61944.0,False
36081019800,Queens,Queens,2981,1476,1505,26.0,0.5,40.6,0.3,16.1,1346,40658.0,False
36081019900,Queens,Queens,1074,834,240,56.6,12.7,22.2,0.0,8.6,761,58281.0,False
36081020200,Queens,Queens,1693,852,841,21.6,0.9,50.3,0.0,8.4,1050,59044.0,False
36081020400,Queens,Queens,2195,928,1267,19.1,5.8,44.5,0.0,19.5,1125,30417.0,False
36081020500,Queens,Queens,994,508,486,76.9,15.0,0.1,0.0,8.0,593,56250.0,False
36081020600,Queens,Queens,1855,994,861,46.0,8.1,21.0,0.0,18.0,753,65648.0,False
36081020800,Queens,Queens,2554,1455,1099,34.9,10.0,26.3,0.0,9.9,1442,58235.0,False
36081021200,Queens,Queens,2362,1246,1116,57.4,5.8,8.1,0.3,18.8,1188,38750.0,False
36081021400,Queens,Queens,6415,3263,3152,39.9,10.6,6.4,0.0,34.9,3160,51648.0,False
36081021600,Queens,Queens,4373,2016,2357,36.6,26.6,9.4,1.8,20.6,2960,59152.0,False
36081022001,Queens,Queens,5889,2497,3392,30.3,30.2,12.8,0.0,24.4,4224,61867.0,False
36081022002,Queens,Queens,6421,3051,3370,23.6,37.4,15.0,0.0,19.7,3614,57287.0,False
36081023000,Queens,Queens,2430,1272,1158,43.6,17.7,0.8,0.0,36.4,1350,108289.0,False
36081023200,Queens,Queens,5619,2971,2648,27.9,18.1,12.0,0.0,32.8,3558,65238.0,False
36081023500,Queens,Queens,8855,4207,4648,56.3,9.0,0.6,0.0,32.1,3107,48859.0,False
36081023600,Queens,Queens,2707,1376,1331,35.3,10.9,7.5,0.0,41.0,1449,50991.0,False
36081023800,Queens,Queens,4705,2468,2237,37.1,3.4,12.1,0.1,34.3,2046,38750.0,False
36081024000,Queens,Queens,6087,3002,3085,51.6,2.6,15.1,0.0,16.3,2967,39856.0,False
36081024300,Queens,Queens,6119,3155,2964,40.8,25.8,0.5,0.0,31.3,2953,62071.0,False
36081024500,Queens,Queens,6158,2903,3255,41.9,33.7,1.6,0.4,21.7,3448,60833.0,False
36081024700,Queens,Queens,1574,808,766,42.4,15.5,1.9,0.0,37.8,656,56250.0,False
36081024900,Queens,Queens,5099,2306,2793,23.3,28.7,1.1,0.0,45.1,2716,53894.0,False
36081025100,Queens,Queens,5909,2897,3012,37.2,27.9,0.5,0.0,33.2,2869,41456.0,False
36081025301,Queens,Queens,3967,1958,2009,29.7,40.1,0.7,0.0,28.0,2384,51302.0,False
36081025302,Queens,Queens,2881,1603,1278,52.6,19.3,0.7,2.8,23.0,1408,56676.0,False
36081025400,Queens,Queens,9094,4359,4735,19.8,0.1,66.5,0.6,9.3,5170,32741.0,False
